Status,County,Area,Area Name,List #,Address,Price,Years Old,Agent ID,Beds,F. Baths,P. Baths,Style,Contact,Contact Phone,Office,Sold Price,Closing Date,Selling Agent ID,Selling Office ID
Sold,EAL,202004,Lawrenceville,640070,4110 Foster St.,"35,000",141,215312,3,1,  ,OVER 2,Steve Mole,412-956-2348,67301,"30,000",11/20/2006,200195,15108
Sold,EAL,202004,Lawrenceville,751215,5172 KEYSTONE,"35,000",999,222336,3,1,  ,OVER 2,Phil Anthony,412-370-0572,73401,"31,000",06/09/2009,  ,73401
Sold,EAL,202004,Lawrenceville,697086,5309 HOLMES,"35,000",97,214633,2,1,  ,OVER 2,LB-INSIDE DOOR,412-600-7681,13603,"20,000",12/21/2007,  ,74201
Sold,EAL,202004,Lawrenceville,844954,5116 Butler St.,"35,000",111,216545,3,1,  ,OVER 2,Bob Cortez,412-361-4000,13409,"34,000",01/11/2011,216545,13409
Sold,EAL,202004,Lawrenceville,871022,157 LOCARNA WAY,"35,000",999,209216,2,1,  ,2 ST,DAN RIDLEY,4123634000,13634,"25,750",07/07/2011,  ,13409
Sold,EAL,202004,Lawrenceville,895771,5212 DRESDEN WAY,"35,000",999,201105,3,1,  ,OVER 2,SANDY DETEMPLE,412 681-8191,13634,"33,500",01/12/2012,  ,13634
Sold,EAL,202004,Lawrenceville,703198,249 57th Street,"34,900",117,205911,3,1,  ,OVER 2,Bob Moncavage,412-819-0777,80901,"26,000",12/18/2007,  ,10201
Sold,EAL,202004,Lawrenceville,290319,5213 STANTON AV,"34,900",999,202009,3,1,0,OVER 2,HOGAN-ZUPON,412-833-7700,13210,"25,000",10/18/2000,  ,69901
Sold,EAL,202004,Lawrenceville,354362,5228 KEYSTONE ST,"34,900",999,211256,2,1,0,2 ST,GEORGE KUBINI,412-422-3000,75601,"34,900",11/29/2001,  ,75601
Sold,EAL,202004,Lawrenceville,352915,5327 KEYSTONE ST,"34,900",91,200907,2,1,0,OVER 2,BILL CRAIG,412-847-1480,77201,"23,500",06/06/2002,  ,69901
Sold,EAL,202004,Lawrenceville,114186,5256 HOLMES ST,"34,900",999,  ,2,1,0,2 ST,AGENT,412-682-3452,27301,"34,000",07/12/1996,  ,27301
Sold,EAL,202004,Lawrenceville,133846,208 57TH ST,"34,900",999,  ,3,1,0,2 ST,BOB MCKINLEY,412-682-3452,27301,"29,000",02/05/1997,  ,27301
Sold,EAL,202004,Lawrenceville,414105,4217 Garwood,"34,900",999,204248,2,1,  ,2 ST,Scats,412-661-9080,27301,"32,500",08/27/2002,  ,79101
Sold,EAL,202004,Lawrenceville,514949,5632 Donson Way,"34,900",999,214157,4,1,2,OVER 2,Frank,412-793-6530,13209,"25,000",03/30/2005,  ,13209
Sold,EAL,202004,Lawrenceville,487748,5426 Carnegie Ave,"34,900",100,200185,3,2,  ,OVER 2,Toni Baldwin,724-272-2353,13640,"32,000",04/26/2004,  ,13634
Sold,EAL,202004,Lawrenceville,525729,3605 Penn Ave,"34,900",160,201105,3,1,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"28,500",12/13/2004,  ,13220
Sold,EAL,202004,Lawrenceville,537237,3612 Denny Street,"34,900",999,212804,4,2,  ,OVER 2,David,412-571-3800,11102,"30,000",04/01/2005,  ,11102
Sold,EAL,202004,Lawrenceville,794259,5218 Carnegie,"34,900",109,212151,2,1,  ,OVER 2,Tom Gruber,412-860-2866,13223,"31,500",10/05/2009,211291,48401
Sold,EAL,202004,Lawrenceville,731283,4021 1/2 Eden Way,"34,900",999,204627,2,1,  ,2 ST,Norma Imhof,412-915-6081,15105,"22,000",05/22/2009,  ,15105
Sold,EAL,202004,Lawrenceville,690294,5150 Natrona Way,"34,900",999,214588,3,1,1,2 ST,Nancy Yagesh,412.760.1774,15105,"31,900",09/26/2007,214588,15105
Sold,EAL,202004,Lawrenceville,838387,5405 DRESDEN WAY,"34,900",110,200256,2,1,  ,OVER 2,HOPE BASSICHIS,412-833-5405,13608,"25,000",12/16/2010,  ,74001
Sold,EAL,202004,Lawrenceville,838393,5407 DRESDEN WAY,"34,900",110,200256,3,1,  ,OVER 2,HOPE BASSICHIS,412-833-5405,13608,"25,000",12/16/2010,203619,74001
Sold,EAL,202004,Lawrenceville,868799,5220 Holmes,"34,900",999,215834,3,2,  ,OVER 2,Doug Caye,412-576-5561,13601,"33,000",06/30/2011,203619,74001
Sold,EAL,202004,Lawrenceville,902260,4933 Plum Way,"34,900",  ,215001,2,1,  ,2 ST,Agent,724-553-3119,15105,"35,100",07/31/2012,  ,13604
Sold,EAL,202004,Lawrenceville,162878,5215 CARNEGIE ST,"34,899",999,  ,4,1,0,OVER 2,MIKE NETZEL,412-487-3200,15101,"30,000",07/31/1997,  ,15101
Sold,EAL,202004,Lawrenceville,352813,244.5 38TH ST,"34,500",999,201105,2,1,0,OVER 2,SANDY X213,412-521-5500,13220,"34,500",07/12/2002,  ,13634
Sold,EAL,202004,Lawrenceville,502409,4730 Hatfield,"34,500",999,205050,3,1,  ,2 ST,Pauline/George,412-241-4200,67301,"89,000",06/09/2004,  ,13220
Sold,EAL,202004,Lawrenceville,287971,132 41ST ST,"34,500",112,  ,3,1,0,2 ST,LA,412-366-3100,13403,"28,000",06/28/2000,  ,13403
Sold,EAL,202004,Lawrenceville,93523,5205 HOLMES ST,"34,500",999,  ,3,1,1,OVER 2,PAT TASSARI,412-242-1077,35901,"34,500",07/14/1995,  ,35901
Sold,EAL,202004,Lawrenceville,144075,153 43RD ST,"34,500",999,205050,4,2,0,OVER 2,PAULINE WAIDE,412-271-8600,67301,"27,000",04/30/1997,  ,67301
Sold,EAL,202004,Lawrenceville,162786,116 43RD 1/2 ST,"34,500",999,205050,3,1,0,OVER 2,PAULINE WAIDE,412-271-8600,67301,"30,000",07/28/1997,  ,13220
Sold,EAL,202004,Lawrenceville,525147,3607 Penn Ave,"34,500",999,201105,4,2,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"25,000",12/13/2004,  ,13220
Sold,EAL,202004,Lawrenceville,584069,4408 Eden Way,"34,500",999,201105,2,1,  ,2 ST,Sandy Detemple,412-681-8191,13220,"34,500",11/28/2005,  ,79101
Sold,EAL,202004,Lawrenceville,363351,5316 KEYSTONE ST,"34,000",999,201105,3,1,0,OVER 2,SANDY X213,412-521-5500,13220,"22,500",03/27/2002,  ,13220
Sold,EAL,202004,Lawrenceville,484268,134 42nd St.,"34,000",999,210564,3,1,  ,OVER 2,Gerry Miller,412-855-1666,58201,"26,000",02/16/2004,  ,58201
Sold,EAL,202004,Lawrenceville,326254,5331 CARNEGIE ST,"33,900",100,200093,3,1,0,OVER 2,PHIL ANTHONY,412-461-5209,73401,"31,500",08/10/2001,  ,73401
Sold,EAL,202004,Lawrenceville,260780,510 52ND ST,"33,900",999,203692,3,2,0,2 ST,AGENT,412-781-6755,15101,"26,500",07/12/2000,  ,15122
Sold,EAL,202004,Lawrenceville,146190,5207 DUNCAN ST,"33,900",999,  ,2,1,0,OVER 2,TEN,412-782-1268,15147,"33,900",03/27/1997,  ,15147
Sold,EAL,202004,Lawrenceville,315254,373 MAIN ST,"33,500",999,201105,4,2,0,OVER 2,SANDYX213,412-521-5500,13220,"33,500",12/19/2000,  ,13220
Sold,EAL,202004,Lawrenceville,423359,151 44TH STREET,"33,500",999,201105,3,1,  ,OVER 2,SANDY DETEMPLE,412-681-8191,13220,"27,500",04/24/2003,  ,13220
Sold,EAL,202004,Lawrenceville,553620,5131 Natrona Way,"33,500",999,209216,2,1,1,OVER 2,Dan Ridley,412-363-4000,13634,"32,500",03/15/2006,  ,52101
Sold,EAL,202004,Lawrenceville,334822,5236 CARNEGIE ST,"33,000",999,210192,2,1,0,2 ST,CHERYL BROWN,412-963-7655,13620,"31,000",12/14/2001,  ,13620
Sold,EAL,202004,Lawrenceville,296058,4605 CARLTON ST,"33,000",999,201105,3,1,0,OVER 2,SANDY X213,412-521-5500,13220,"26,700",09/26/2000,  ,15137
Sold,EAL,202004,Lawrenceville,141046,186 47TH ST,"33,000",999,  ,3,1,0,OVER 2,ANDY NALITZ,412-963-7655,13620,"30,500",06/12/1997,  ,56301
Sold,EAL,202004,Lawrenceville,154332,4223 DUNKELD WY,"33,000",99,  ,2,1,0,2 ST,MARIA MCGEE,412-361-4000,13409,"33,000",07/14/1997,  ,13409
Sold,EAL,202004,Lawrenceville,237744,301 46TH. ST,"33,000",999,201105,3,1,0,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"29,000",04/08/1999,  ,13220
Sold,EAL,202004,Lawrenceville,863452,4610 Carlton,"33,000",  ,210434,3,1,  ,2 ST,Listor,412-818-0167,13601,"33,000",04/26/2011,212473,70601
Sold,EAL,202004,Lawrenceville,271232,325 38TH ST,"32,900",999,208019,3,1,0,OVER 2,BROKER,412-372-5800,27901,"22,050",02/28/2000,  ,27901
Sold,EAL,202004,Lawrenceville,13170,185 HOME ST,"32,900",999,  ,2,2,0,OVER 2,ANDY NALITZ,412-963-7655,13620,"28,000",09/29/1995,  ,13620
Sold,EAL,202004,Lawrenceville,103043,5207 DUNCAN ST,"32,900",999,  ,2,1,0,OVER 2,BARBARA,412-782-3372,15147,"32,900",02/12/1996,  ,28201
Sold,EAL,202004,Lawrenceville,123179,5143 KEYSTONE ST,"32,900",100,  ,2,1,0,2 ST,MILT STRAHL,412-687-6000,13423,"27,000",07/23/1997,  ,35901
Sold,EAL,202004,Lawrenceville,826056,5434 Carnegie Street,"32,900",101,205911,2,1,  ,2 ST,Bob Moncavage,412-819-0777,80901,"29,190",08/11/2010,216968,13447
Sold,EAL,202004,Lawrenceville,442947,4210 Post St.,"32,900",999,204717,2,2,  ,OVER 2,Stratiff,412-856-2000,11201,"29,900",03/03/2003,  ,15121
Sold,EAL,202004,Lawrenceville,576658,5137 Carnegie Street,"32,700",110,210454,4,1,  ,OVER 2,Darli Walker,724-217-2058,62801,"29,500",11/14/2005,  ,13409
Sold,EAL,202004,Lawrenceville,325692,143 45TH ST,"32,500",999,201105,4,1,0,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"30,000",10/26/2001,  ,15137
Sold,EAL,202004,Lawrenceville,413105,5228 Wickliff,"32,500",  ,222483,2,1,  ,OTHER,Nancy Reis,412-512-6053,58201,"31,000",09/24/2002,  ,58201
Sold,EAL,202004,Lawrenceville,286215,132 42ND ST,"32,500",999,205050,3,1,0,2 ST,PAULINE/GEORGE,412-241-4200,67301,"31,500",09/01/2000,  ,13220
Sold,EAL,202004,Lawrenceville,438035,153 45th,"32,500",999,201105,3,1,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"29,000",10/28/2003,  ,13220
Sold,EAL,202004,Lawrenceville,117234,616 KENDALL ST,"32,500",999,  ,2,1,0,OTHER,OWNER,412-781-1271,58201,"23,600",11/19/1996,  ,58201
Sold,EAL,202004,Lawrenceville,461067,4841 Hatfield,"32,500",999,203737,2,1,  ,2 ST,Mar Petrich,412-373-8870,13611,"32,500",08/12/2003,203737,13611
Sold,EAL,202004,Lawrenceville,788625,4821 BUTLER STREET,"32,500",999,201105,3,  ,  ,2 ST,Liz  Duffy,412-526-9303,13634,"33,100",02/04/2010,201105,13634
Sold,EAL,202004,Lawrenceville,857025,386 Bowery Way,"32,400",  ,216198,2,1,  ,2 ST,G Koumaros,412-215-3374,13632,"32,400",03/30/2011,  ,13604
Sold,EAL,202004,Lawrenceville,262863,4411 DAVISON ST,"32,000",999,201105,3,1,0,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"30,000",10/15/1999,  ,13409
Sold,EAL,202004,Lawrenceville,287058,5268 CARNEGIE ST,"32,000",89,200707,2,1,0,OVER 2,CATHY OR MIKE,412-781-5143,13419,"28,000",08/28/2000,  ,13634
Sold,EAL,202004,Lawrenceville,39427,320 39TH ST,"32,000",76,  ,4,2,0,OVER 2,LISTING AGENT,412-681-0042,56301,"30,000",06/11/1996,  ,56301
Sold,EAL,202004,Lawrenceville,484687,128 45th St.,"32,000",  ,202323,2,1,  ,2 ST,Jason Kaney,412-687-6000,13423,"29,000",02/17/2004,  ,13406
Sold,EAL,202004,Lawrenceville,204401,5208 POE WY,"32,000",999,  ,3,2,1,2 ST,ANN GREATHOUSE,412-422-2503,15137,"30,000",01/26/1999,  ,15147
Sold,EAL,202004,Lawrenceville,851813,5425 Carnegie Street,"32,000",999,203458,2,1,  ,OVER 2,Listor,412-486-8072,15105,"28,000",01/13/2011,  ,10201
Sold,EAL,202004,Lawrenceville,961833,178 43 1/2 STREET,"32,000",113,204807,2,2,  ,2 ST,see remarks,see remarks,49301,"46,000",07/01/2013,  ,11102
Sold,EAL,202004,Lawrenceville,274462,5270 HOLMES ST,"31,900",999,206358,2,1,0,2 ST,CHAR ROSEN-PGR,412-590-2743,67301,"31,000",10/27/2000,  ,13630
Sold,EAL,202004,Lawrenceville,50424,714 LEYDON ST,"31,900",999,  ,2,1,0,2 ST,BOB MCKINLEY,412-682-3452,27301,"25,000",08/23/1996,  ,27301
Sold,EAL,202004,Lawrenceville,322258,821 54TH ST,"31,500",999,205050,3,1,0,2 ST,PAULINE/GEORGE,412-241-4200,67301,"30,000",07/09/2001,  ,67301
Sold,EAL,202004,Lawrenceville,165159,5243 KEYSTONE ST,"31,500",72,  ,3,2,0,OVER 2,ALBERT/JUDIE,412-422-9200,29301,"29,500",08/08/1997,  ,29301
Sold,EAL,202004,Lawrenceville,148007,353 MAIN ST,"31,000",62,  ,3,2,0,OVER 2,LISTING AGENT,412-681-0042,56301,"31,000",07/31/1997,  ,56301
Sold,EAL,202004,Lawrenceville,506507,278 46th Street,"31,000",  ,212229,4,1,1,OVER 2,Agent,724-316-4355,13601,"35,100",06/11/2004,  ,13418
Sold,EAL,202004,Lawrenceville,76500,4049 GENEVA ST,"30,499",999,  ,2,1,0,OVER 2,PAT HOGAN-PGR,412-634-5808,13210,"30,499",04/28/1995,  ,48806
Sold,EAL,202004,Lawrenceville,847997,5323 Keystone,"30,000",120,218413,3,1,  ,OVER 2,Agent,412-606-3845,73401,"19,000",08/08/2011,213207,79101
Sold,EAL,202004,Lawrenceville,470698,5172 Keystone,"30,000",  ,200093,4,1,0,OVER 2,Phil Anthony,412-370-0572,73401,"24,000",09/10/2003,  ,73401
Sold,EAL,202004,Lawrenceville,158028,5278 HOLMES ST,"30,000",999,  ,2,2,1,2 ST,AGT,412-781-6755,15101,"33,000",05/28/1998,  ,13409
Sold,EAL,202004,Lawrenceville,328582,120 41ST ST 1,"30,000",110,222164,4,1,0,2 ST,TIM GORMAN,412-363-4000,13634,"24,750",06/19/2001,  ,13634
Sold,EAL,202004,Lawrenceville,314715,4226 GENEVA ST,"30,000",999,205061,2,2,0,2 ST,LISTING AGENT,412-681-0042,56301,"27,000",01/23/2001,  ,13220
Sold,EAL,202004,Lawrenceville,51815,269 40TH ST,"30,000",999,  ,4,1,1,OVER 2,LISTOR,412-682-3452,27301,"21,275",08/16/1996,  ,13220
Sold,EAL,202004,Lawrenceville,155787,372 MAIN ST,"30,000",999,  ,2,1,0,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"30,000",07/15/1997,  ,13220
Sold,EAL,202004,Lawrenceville,141650,5269 DUNCAN ST,"30,000",70,  ,2,1,0,2 ST,CHRIS THOMAS,412-521-5500,13220,"26,000",02/28/1997,  ,52101
Sold,EAL,202004,Lawrenceville,152022,815 54 TH ST,"30,000",97,  ,2,1,1,OVER 2,JUDY,412-782-2945,15101,"25,000",10/20/1997,  ,13419
Sold,EAL,202004,Lawrenceville,180456,4216 BRUCE ST,"30,000",86,  ,2,1,0,2 ST,H SAINT TUCKER,412-680-7554,13423,"30,000",04/30/1998,  ,27301
Sold,EAL,202004,Lawrenceville,782902,5303 Carnegie,"30,000",999,200980,2,1,  ,OTHER,Beth Danchek,412-487-0500,13603,"30,000",10/07/2009,  ,70601
Sold,EAL,202004,Lawrenceville,513016,147 46 TH,"30,000",999,202001,2,1,  ,2 ST,Dan or Jack,412-682-3452,27301,"24,600",04/28/2005,  ,27301
Sold,EAL,202004,Lawrenceville,809544,4608 CARLTON,"30,000",90,216715,4,1,1,2 ST,BOBBIE MIKITA,412-833-7700,13210,"25,000",12/30/2010,  ,13210
Sold,EAL,202004,Lawrenceville,748248,182 43 1/2,"30,000",  ,214355,2,1,  ,2 ST,C.BORRERO,412-417-6643,13620,"18,000",01/14/2009,214355,13620
Sold,EAL,202004,Lawrenceville,700488,178 49th Street,"30,000",107,212395,3,1,  ,OVER 2,Sheila Finch,412 334-1317,13418,"27,000",05/15/2008,  ,67301
Sold,EAL,202004,Lawrenceville,795383,5410 Butler Street,"30,000",109,216829,1,1,0,OVER 2,Michael King,412.389.9834,13423,"21,000",08/12/2010,201699,13423
Sold,EAL,202004,Lawrenceville,512756,4105 St. Johns Way,"29,900",  ,208308,3,1,  ,2 ST,tenant/Darlene,412-773-2875,57601,"25,000",10/29/2004,  ,57601
Sold,EAL,202004,Lawrenceville,457807,119 47th St,"29,900",999,201105,3,1,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"24,000",10/27/2003,  ,13220
Sold,EAL,202004,Lawrenceville,299779,4206 BRUCE ST,"29,900",999,204248,2,1,0,2 ST,SCATS,412-661-9080,27301,"26,000",02/08/2001,  ,69901
Sold,EAL,202004,Lawrenceville,353279,3630 LIBERTY AV,"29,900",999,200970,2,1,0,OTHER,DARLA,412-343-7711,13608,"24,000",08/06/2002,  ,69901
Sold,EAL,202004,Lawrenceville,540904,3823 CLEMENT WAY,"29,900",999,208156,3,1,  ,OVER 2,AGENT,412 344-0500,13631,"29,900",04/06/2005,  ,67301
Sold,EAL,202004,Lawrenceville,298786,4913 HATFIELD ST,"29,900",90,206102,2,1,0,2 ST,WALT THOMPSON,412-361-4000,13409,"18,700",03/28/2001,  ,69901
Sold,EAL,202004,Lawrenceville,319536,310 39TH ST,"29,900",90,200707,3,1,0,2 ST,C CELENDER,412-781-4365,13419,"24,500",08/07/2001,  ,13634
Sold,EAL,202004,Lawrenceville,314322,182 38 ST,"29,900",100,201370,4,2,0,2 ST,HOPE FELDMAN,412-574-1443,52101,"26,000",03/12/2001,  ,52101
Sold,EAL,202004,Lawrenceville,46589,327 FISK ST,"29,900",999,  ,3,1,0,2 ST,THOMAS YARGO,412-361-4000,13409,"24,000",02/08/1996,  ,13409
Sold,EAL,202004,Lawrenceville,294102,180 49TH ST,"29,900",999,201234,3,1,1,OVER 2,HERSHEY,412-363-4000,13634,"29,000",11/07/2000,  ,13634
Sold,EAL,202004,Lawrenceville,299208,125 BANNER WY,"29,900",100,205061,3,1,1,OVER 2,LISTING AGENT,412-681-0042,56301,"27,000",09/01/2000,  ,56301
Sold,EAL,202004,Lawrenceville,300366,5330 KENT WY,"29,900",999,203692,2,1,1,OVER 2,AGENT,412-781-6755,15101,"24,000",08/25/2000,  ,69901
Sold,EAL,202004,Lawrenceville,237723,5329 KEYSTONE ST,"29,900",89,201457,4,1,0,OVER 2,VACANT,412-590-8289,15101,"22,000",03/30/2000,  ,69901
Sold,EAL,202004,Lawrenceville,278532,148 47TH ST,"29,900",999,204976,3,1,0,2 ST,AGENT,412-487-0500,13603,"21,000",04/14/2000,  ,13603
Sold,EAL,202004,Lawrenceville,282429,4048 PENN AV,"29,900",79,200362,3,2,0,OVER 2,JIM B. PGR.,412-591-7121,11101,"19,700",05/06/2000,  ,75601
Sold,EAL,202004,Lawrenceville,51145,5604 DONSON WY,"29,900",999,  ,2,1,1,2 ST,(TEN)GENE&BETY,412-781-2130,32301,"29,000",03/08/1995,  ,32301
Sold,EAL,202004,Lawrenceville,52393,5204 DRESDEN WY,"29,900",96,  ,2,1,0,OVER 2,AGENT,412-366-9980,35401,"27,700",07/30/1996,  ,35401
Sold,EAL,202004,Lawrenceville,366727,815 54TH ST,"29,900",999,206784,2,1,1,OVER 2,DONNA MURPHY,412-487-7787,13419,"26,500",03/21/2002,  ,69901
Sold,EAL,202004,Lawrenceville,641088,5330 Kent Way,"29,900",999,210454,3,1,1,OVER 2,Darli/Patty,724-836-8677,62801,"26,500",11/28/2006,214533,11201
Sold,EAL,202004,Lawrenceville,476610,397 40th Street,"29,900",100,205911,2,1,1,2 ST,Bob Moncavage,412-819-0777,80901,"20,000",10/01/2003,  ,61801
Sold,EAL,202004,Lawrenceville,240444,5241 STANTON AV,"29,900",999,204591,4,1,0,OVER 2,PAM SOVICHX308,412-372-1050,13208,"20,000",05/13/1999,  ,29301
Sold,EAL,202004,Lawrenceville,413962,295 46th Street,"29,900",112,208073,3,1,  ,2 ST,Cardelle Banks,412-979-7332,13613,"26,500",05/14/2002,  ,61801
Sold,EAL,202004,Lawrenceville,466223,4032 WILLOW STREET,"29,900",103,208474,3,1,1,2 ST,MARSHA/JOHN,412-537-5734,15109,"23,000",08/14/2003,  ,27701
Sold,EAL,202004,Lawrenceville,469483,3807 Foster street,"29,900",999,202558,2,1,  ,OVER 2,Florine Kelly,412.818.3169,13210,"24,500",07/28/2004,  ,77601
Sold,EAL,202004,Lawrenceville,503341,5129 Holmes,"29,900",999,212156,2,1,  ,2 ST,Agent,412-521-5100,15137,"23,000",08/31/2004,  ,15137
Sold,EAL,202004,Lawrenceville,761614,4902 Plum Way,"29,900",88,201105,2,1,  ,2 ST,Sandy DeTemple,412-681-8191,13634,"28,900",10/30/2009,215087,13634
Sold,EAL,202004,Lawrenceville,787361,247 COBALT WAY,"29,900",100,204949,2,1,0,2 ST,JAMES UHLER,412-635-0623,77001,"21,000",09/28/2009,204949,77001
Sold,EAL,202004,Lawrenceville,850177,5309 DUNCAN,"29,900",999,208495,2,1,  ,2 ST,JIM  OR  BEN,412548-2181,13601,"25,450",01/13/2011,  ,86901
Sold,EAL,202004,Lawrenceville,724395,6042 Sawyer St.,"29,900",999,202699,2,1,  ,2 ST,Rita Licnerski,412-361-4000,13409,"26,500",06/05/2008,  ,58201
Sold,EAL,202004,Lawrenceville,586464,143 Cotton Way,"29,900",95,208986,2,1,  ,2 ST,Terry Anderson,724-799-1356,15105,"26,220",01/18/2006,  ,13220
Sold,EAL,202004,Lawrenceville,591551,3514 LEECH,"29,900",999,203584,2,1,  ,2 ST,GLENN W OTT,412-381-1306,36701,"20,000",02/24/2006,212395,13418
Sold,EAL,202004,Lawrenceville,721951,5232 KENT,"29,900",108,212994,3,1,1,OVER 2,MARILYN,724-933-8636,10201,"27,000",05/27/2008,  ,31901
Sold,EAL,202004,Lawrenceville,769734,5401 Berlin Way,"29,900",119,205911,2,1,  ,2 ST,Bob Moncavage,4128190777,80901,"15,000",08/14/2009,  ,79101
Sold,EAL,202004,Lawrenceville,653978,133 44th St,"29,900",106,202170,2,1,  ,OVER 2,Anna/off 4code,412-885-8530,15130,"35,100",02/09/2007,  ,15108
Sold,EAL,202004,Lawrenceville,626456,352 45th,"29,900",  ,209048,3,1,  ,2 ST,Carmine Bellin,412-670-7230,11102,"30,000",06/27/2006,  ,11102
Sold,EAL,202004,Lawrenceville,799399,197 Cotton Way,"29,900",  ,217564,3,1,  ,OVER 2,Derek Green,412-559-0904,13604,"22,000",12/23/2009,  ,13604
Sold,EAL,202004,Lawrenceville,930763,5107 Holmes Street,"29,900",999,203979,2,1,  ,2 ST,Emily Resko,412-638-3338,10201,"32,501",09/28/2012,203979,10201
Sold,EAL,202004,Lawrenceville,191444,5332 HOLMES ST,"29,899",999,  ,2,1,0,2 ST,MIKE NETZEL,412-366-9900,57601,"30,600",02/26/1999,  ,29301
Sold,EAL,202004,Lawrenceville,230689,5259 KEYSTONE ST,"29,899",999,203445,2,2,0,2 ST,LIST AGENT,412-366-9900,57601,"27,000",03/26/1999,  ,22701
Sold,EAL,202004,Lawrenceville,183953,135 43RD ST,"29,500",999,205050,4,1,0,OVER 2,PAULINE WAIDE,412-241-4200,67301,"12,000",12/05/1997,  ,67301
Sold,EAL,202004,Lawrenceville,483599,4627 Plummer St,"29,500",999,201105,2,1,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"27,000",01/16/2004,  ,13205
Sold,EAL,202004,Lawrenceville,750216,307 46TH ST,"29,500",999,204173,3,1,  ,OVER 2,PAUL V RYMS,412-687-7010,58201,"26,500",11/20/2008,  ,58201
Sold,EAL,202004,Lawrenceville,614809,618 KENDALL,"29,500",999,201105,1,1,  ,2 ST,SANDY DETEMPLE,412-681-8191,13220,"24,000",01/09/2007,  ,13220
Sold,EAL,202004,Lawrenceville,182166,125 42ND ST,"29,300",999,  ,2,1,0,OTHER,AGENT,412-687-7010,58201,"22,000",03/20/1998,  ,13220
Sold,EAL,202004,Lawrenceville,231914,160 45TH ST,"29,150",999,202610,3,1,0,OVER 2,AGENT,412-343-7711,13608,"25,000",01/27/1999,  ,22701
Sold,EAL,202004,Lawrenceville,422438,3809 foster,"29,000",999,201114,2,1,  ,2 ST,BONNIE,412-279-2897,74401,"27,500",08/22/2002,  ,74403
Sold,EAL,202004,Lawrenceville,461983,5211 Holmes,"29,000",103,208986,3,1,  ,OVER 2,Terry Anderson,724-553-1029,15105,"20,000",10/30/2003,  ,13405
Sold,EAL,202004,Lawrenceville,151350,5231 NATRONA WY,"29,000",97,  ,2,1,0,OVER 2,DOROTHY/AGENT,412-781-8381,13620,"26,000",03/23/1998,  ,13702
Sold,EAL,202004,Lawrenceville,366335,331 39TH ST,"29,000",82,202001,2,1,0,2 ST,LISTOR,412-682-3452,27301,"25,000",10/10/2002,  ,27301
Sold,EAL,202004,Lawrenceville,234397,4631 PLUMMER ST,"29,000",999,202001,2,1,0,OVER 2,LISTOR,412-682-3452,27301,"26,000",08/27/1999,  ,27301
Sold,EAL,202004,Lawrenceville,659072,5418 Dresden,"29,000",103,200230,2,1,  ,2 ST,MaryanneBarnes,412-781-3171,48301,"10,000",06/01/2007,200230,48301
Sold,EAL,202004,Lawrenceville,737117,5183 Stanton Ave.,"29,000",  ,212142,2,1,  ,OVER 2,Agent,412-334-6369,10903,"23,000",12/24/2008,209625,13620
Sold,EAL,202004,Lawrenceville,862442,144 Home Street,"29,000",999,218635,2,1,0,2 ST,Agent,724-591-1404,13202,"20,000",04/26/2011,  ,13601
Sold,EAL,202004,Lawrenceville,10272,3720 LIBERTY AV,"28,900",60,  ,2,1,1,2 ST,LISTING AGENT,412-681-0042,56301,"26,500",11/15/1995,  ,56301
Sold,EAL,202004,Lawrenceville,309161,413 52ND ST,"28,900",999,201105,2,1,0,OVER 2,SANDYX213,412-521-5500,13220,"27,000",10/05/2000,  ,13220
Sold,EAL,202004,Lawrenceville,274140,4932 HATFIELD ST,"28,900",999,205050,4,1,0,OVER 2,PAULINE/GEORGE,412-241-4200,67301,"21,500",03/23/2000,  ,67301
Sold,EAL,202004,Lawrenceville,229210,5232 KENT WY,"28,900",999,208275,2,1,0,OVER 2,SANDY PALUMBO,412-361-4000,13409,"24,500",07/19/1999,  ,13422
Sold,EAL,202004,Lawrenceville,69938,3948 PENN AV 1,"28,900",999,  ,3,1,0,OVER 2,CINDY,412-621-1497,39201,"25,000",02/02/1995,  ,13220
Sold,EAL,202004,Lawrenceville,177266,4916 PLUM WY,"28,900",999,  ,2,1,0,2 ST,PAT TASSARI,412-242-1077,35901,"25,500",03/23/1998,  ,35901
Sold,EAL,202004,Lawrenceville,189667,523 53 RD ST,"28,900",999,203106,3,1,0,OVER 2,BOB MCKINLEY,412-682-3452,27301,"27,000",05/04/1998,  ,27301
Sold,EAL,202004,Lawrenceville,209940,3950 CABINET WY,"28,900",999,201687,3,1,0,OVER 2,JUNE GORSKI,412-642-1605,17801,"27,900",03/31/1999,  ,17801
Sold,EAL,202004,Lawrenceville,283775,518 54TH ST,"28,500",99,203692,2,1,0,2 ST,AGENT,412-781-6755,15101,"21,000",08/25/2000,  ,69901
